Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
2958,flat,experion the heartsong,sector 108,1.2,6826.0,3.0,2.0,3+,11.0,Relatively New,1550.0,0.0,1.0,0.0,1.0,0.0,2.0,174.0,"28.5134° N, 76.9830° E",28.5134,76.983
2959,flat,emaar mgf emerald floors premier,sector 65,3.5,17722.0,4.0,4.0,3,4.0,Relatively New,1975.0,0.0,1.0,0.0,0.0,0.0,2.0,114.0,"28.4030° N, 77.0690° E",28.403,77.069
2960,flat,ansal maple crescent,sector 43,1.35,10037.0,3.0,3.0,3,2.0,Old Property,1320.0,0.0,0.0,0.0,0.0,1.0,2.0,93.0,"28.4629° N, 77.0772° E",28.4629,77.0772
2961,flat,pyramid elite,sector 86,0.45,7745.0,2.0,2.0,1,4.0,Under Construction,646.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,"28.3986° N, 76.9384° E",28.3986,76.9384
2962,flat,bestech park view ananda,sector 81,1.4,7735.0,3.0,3.0,3+,6.0,Relatively New,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,"28.3867° N, 76.9485° E",28.3867,76.9485
2963,flat,m3m merlin,sector 67,3.5,14583.0,3.0,4.0,3,17.0,Relatively New,2225.0,0.0,1.0,1.0,0.0,0.0,2.0,167.0,"28.3859° N, 77.0608° E",28.3859,77.0608
2964,flat,m3m heights,sector 65,1.9,14996.0,2.0,2.0,3,4.0,Under Construction,1141.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,"28.4030° N, 77.0690° E",28.403,77.069
2966,flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10370.0,2.0,2.0,3,7.0,Relatively New,1100.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,"28.4750° N, 76.9715° E",28.475,76.9715
2967,flat,satya the hermitage,sector 103,0.89,6138.0,2.0,3.0,3,1.0,Relatively New,1257.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,"28.4949° N, 76.9845° E",28.4949,76.9845
2969,flat,emaar mgf palm hills,sector 77,1.65,8462.0,4.0,3.0,3,9.0,Relatively New,1765.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,"28.3801° N, 76.9845° E",28.3801,76.9845
2970,flat,chintamani,sector 103,1.57,8509.0,3.0,3.0,3,1.0,Relatively New,1845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4949° N, 76.9845° E",28.4949,76.9845
2971,flat,hsiidc sidco aravali,manesar,0.9,3478.0,3.0,3.0,3,2.0,Old Property,1900.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,"28.3515° N, 76.9428° E",28.3515,76.9428
2972,flat,m3m golfestate,sector 65,6.15,18331.0,3.0,4.0,2,20.0,Relatively New,3355.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,"28.4030° N, 77.0690° E",28.403,77.069
2973,flat,vatika the seven lamps,sector 82,1.39,6411.0,3.0,3.0,3+,11.0,Relatively New,1955.0,1.0,1.0,0.0,0.0,0.0,2.0,117.0,"28.3935° N, 76.9600° E",28.3935,76.96
2974,flat,elan the presidential,sector 106,3.9,15918.0,3.0,3.0,0,20.0,Relatively New,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,"28.5007° N, 77.0003° E",28.5007,77.0003
2976,flat,dlf the ultima,sector 81,2.5,11726.0,3.0,3.0,2,4.0,Relatively New,2130.0,0.0,1.0,0.0,0.0,0.0,1.0,82.0,"28.3867° N, 76.9485° E",28.3867,76.9485
2977,flat,la vida by tata housing,sector 113,1.9,18500.0,3.0,2.0,2,10.0,Relatively New,1285.0,0.0,0.0,0.0,1.0,0.0,2.0,174.0,"28.5287° N, 77.0233° E",28.5287,77.0233
2978,flat,vipul lavanya,sector 81,0.75,5967.0,2.0,2.0,2,7.0,Moderately Old,1397.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,"28.3867° N, 76.9485° E",28.3867,76.9485
2979,flat,signature global city,sector 37d,1.0,8163.0,3.0,3.0,3,4.0,Under Construction,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4478° N, 76.9703° E",28.4478,76.9703
2983,house,independent,sector 21,0.45,8411.0,3.0,2.0,1,1.0,Old Property,594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.5134° N, 77.0723° E",28.5134,77.0723
2984,flat,conscient heritage max,sector 102,2.5,11633.0,3.0,4.0,3+,25.0,New Property,1945.0,1.0,1.0,0.0,0.0,0.0,2.0,56.0,"28.4750° N, 76.9715° E",28.475,76.9715
2985,flat,umang monsoon breeze,sector 78,0.62,5004.0,2.0,2.0,1,7.0,Moderately Old,1115.0,0.0,0.0,1.0,0.0,0.0,0.0,111.0,"28.3733° N, 76.9729° E",28.3733,76.9729
2988,flat,suncity vatsal valley,gwal pahari,1.0,13333.0,2.0,2.0,2,3.0,New Property,833.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,"28.4484° N, 77.0210° E",28.4484,77.021
2989,flat,paras dews,sector 106,2.1,8917.0,4.0,6.0,3+,6.0,Relatively New,2131.0,0.0,1.0,0.0,0.0,1.0,0.0,60.0,"28.5007° N, 77.0003° E",28.5007,77.0003
2990,flat,the nav manesar apartment,sector 1,0.85,3953.0,3.0,3.0,3+,5.0,Moderately Old,1946.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,"28.3663° N, 76.9456° E",28.3663,76.9456
2991,flat,experion windchants,sector 112,3.1,20667.0,2.0,2.0,3,9.0,Relatively New,1500.0,1.0,1.0,1.0,0.0,0.0,2.0,80.0,"28.5189° N, 77.0183° E",28.5189,77.0183
2992,flat,ats kocoon,sector 109,2.22,10597.0,3.0,3.0,3,20.0,Relatively New,1896.0,0.0,1.0,0.0,0.0,1.0,0.0,79.0,"28.5073° N, 77.0089° E",28.5073,77.0089
2993,flat,tulip violet,sector 69,2.05,9951.0,4.0,4.0,2,0.0,Relatively New,1889.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,"28.3966° N, 77.0341° E",28.3966,77.0341
2995,flat,central park flower valley,sector 33,1.79,11251.0,3.0,3.0,3,3.0,Old Property,1619.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,"28.4420° N, 77.0207° E",28.442,77.0207
2996,house,eros rosewood villas,sector 49,2.8,15556.0,3.0,3.0,3,2.0,Moderately Old,1800.0,0.0,0.0,0.0,1.0,0.0,0.0,68.0,"28.4121° N, 77.0480° E",28.4121,77.048
2997,flat,smart world orchard,sector 61,1.85,14800.0,2.0,2.0,2,3.0,New Property,1389.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,"28.4050° N, 77.0963° E",28.405,77.0963
2998,flat,apna enclave,sector 3,0.55,5789.0,2.0,2.0,2,2.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,"28.4909° N, 77.0176° E",28.4909,77.0176
2999,flat,m3m merlin,sector 67,3.39,14377.0,3.0,4.0,3,14.0,Relatively New,2100.0,0.0,1.0,0.0,0.0,0.0,2.0,26.0,"28.3859° N, 77.0608° E",28.3859,77.0608
3000,flat,dlf royalton tower,sector 43,6.2,20687.0,4.0,4.0,3+,9.0,Moderately Old,2712.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,"28.4629° N, 77.0772° E",28.4629,77.0772
3001,flat,ireo the corridors,sector 67a,1.8,14658.0,3.0,3.0,3,6.0,New Property,1551.0,0.0,1.0,1.0,0.0,0.0,2.0,150.0,"28.3960° N, 77.0372° E",28.396,77.0372
3002,flat,mapsko royale ville,sector 82,0.99,5531.0,3.0,4.0,2,14.0,New Property,1620.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0,"28.3935° N, 76.9600° E",28.3935,76.96
3003,flat,ireo uptown,sector 66,1.32,11438.0,2.0,2.0,2,6.0,Relatively New,1048.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,"28.3925° N, 77.0541° E",28.3925,77.0541
3004,flat,raheja atlantis,sector 31,5.5,18688.0,4.0,5.0,3+,1.0,Relatively New,2663.0,1.0,1.0,0.0,1.0,0.0,0.0,81.0,"28.4528° N, 77.0498° E",28.4528,77.0498
3005,flat,apex builders,sector 37c,0.42,5600.0,2.0,2.0,2,4.0,Relatively New,833.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,"28.4515° N, 76.9882° E",28.4515,76.9882
3006,house,housing board colony,sector 28,3.5,25926.0,2.0,6.0,3,3.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4728° N, 77.0865° E",28.4728,77.0865
3007,house,unitech espace,sector 50,11.29,34846.0,5.0,5.0,3+,2.0,Moderately Old,3240.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,"28.4178° N, 77.0628° E",28.4178,77.0628
3008,flat,bestech park view residency,sector 2,0.95,6709.0,2.0,2.0,3,10.0,Old Property,1573.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,"28.5095° N, 77.0320° E",28.5095,77.032
3009,flat,bestech park view sanskruti,sector 92,1.55,7769.0,3.0,4.0,3,8.0,Relatively New,1805.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,"28.4079° N, 76.9153° E",28.4079,76.9153
3010,flat,smart world gems,sector 89,0.97,8794.0,2.0,2.0,3+,2.0,New Property,1103.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4253° N, 76.9439° E",28.4253,76.9439
3011,flat,pivotal riddhi siddhi,sector 99,0.72,947.0,2.0,2.0,2,12.0,Relatively New,784.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,"28.4640° N, 76.9614° E",28.464,76.9614
3013,house,anamika enclave,sector 12,6.0,14493.0,9.0,9.0,3+,3.0,Old Property,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,"28.4723° N, 77.0320° E",28.4723,77.032
3014,flat,raheja vedaanta,sector 108,0.65,4762.0,2.0,2.0,2,5.0,Relatively New,1235.0,0.0,0.0,0.0,1.0,0.0,2.0,174.0,"28.5134° N, 76.9830° E",28.5134,76.983
3015,flat,dlf regency park,sector 28,2.25,14516.0,3.0,3.0,2,16.0,Old Property,1700.0,0.0,1.0,0.0,0.0,0.0,0.0,89.0,"28.4728° N, 77.0865° E",28.4728,77.0865
3016,flat,signature global grand iva,sector 103,0.5,6667.0,2.0,2.0,0,10.0,Relatively New,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4949° N, 76.9845° E",28.4949,76.9845
3017,flat,tulip violet,sector 69,1.3,8447.0,3.0,3.0,1,12.0,Relatively New,1392.0,0.0,0.0,0.0,1.0,0.0,2.0,94.0,"28.3966° N, 77.0341° E",28.3966,77.0341
3018,flat,shapoorji pallonji joyville gurugram,sector 102,1.41,10307.0,2.0,2.0,3,0.0,Relatively New,1238.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,"28.4750° N, 76.9715° E",28.475,76.9715
3019,flat,emaar gurgaon greens,sector 102,1.3,7879.0,3.0,3.0,3,4.0,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,2.0,125.0,"28.4750° N, 76.9715° E",28.475,76.9715
3020,flat,bestech altura,sector 79,1.9,8837.0,3.0,4.0,3,11.0,Under Construction,1946.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,"28.3624° N, 76.9787° E",28.3624,76.9787
3022,house,dlf city plots phase 3,sector 24,1.44,2963.0,4.0,2.0,2,1.0,Old Property,540.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"28.4939° N, 77.1038° E",28.4939,77.1038
3023,flat,bestech park view residency,sector 2,1.4,7865.0,3.0,3.0,3+,6.0,Old Property,1611.0,0.0,0.0,0.0,0.0,0.0,1.0,107.0,"28.5095° N, 77.0320° E",28.5095,77.032
3024,flat,godrej nature plus,sector 33,1.67,10503.0,3.0,2.0,2,18.0,Under Construction,1857.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,"28.4420° N, 77.0207° E",28.442,77.0207
3025,flat,dlf regency park,sector 28,2.35,13225.0,3.0,3.0,2,18.0,Old Property,1608.0,0.0,1.0,0.0,0.0,0.0,0.0,120.0,"28.4728° N, 77.0865° E",28.4728,77.0865
3026,flat,vatika sovereign park,sector 99,2.45,8813.0,3.0,4.0,3,1.0,New Property,2516.0,0.0,1.0,0.0,0.0,0.0,2.0,165.0,"28.4640° N, 76.9614° E",28.464,76.9614
3027,flat,signature global solera,sector 107,0.52,8062.0,3.0,2.0,2,5.0,Relatively New,717.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,"28.5052° N, 76.9729° E",28.5052,76.9729
3028,house,independent,sector 4,0.8,11852.0,2.0,3.0,1,2.0,Moderately Old,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
3029,flat,unitech uniworld gardens,sector 47,2.4,11505.0,3.0,4.0,3+,10.0,Moderately Old,1916.0,0.0,1.0,0.0,0.0,0.0,0.0,103.0,"28.4276° N, 77.0492° E",28.4276,77.0492
3030,flat,unitech fresco,sector 50,1.14,8533.0,2.0,2.0,2,19.0,Moderately Old,1330.0,0.0,0.0,0.0,0.0,1.0,2.0,174.0,"28.4178° N, 77.0628° E",28.4178,77.0628
3031,flat,antriksh heights,sector 84,0.88,4822.0,3.0,3.0,3,16.0,Relatively New,1652.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,"28.3979° N, 76.9736° E",28.3979,76.9736
3032,flat,suncity vatsal valley,gwal pahari,1.45,10140.0,3.0,3.0,3,4.0,Under Construction,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4484° N, 77.0210° E",28.4484,77.021
3033,flat,emaar mgf emerald floors premier,sector 65,2.35,16207.0,3.0,3.0,3,2.0,Relatively New,1500.0,1.0,1.0,0.0,0.0,0.0,2.0,64.0,"28.4030° N, 77.0690° E",28.403,77.069
3034,house,dlf city phase 1,sector 26,5.5,30556.0,4.0,4.0,3,2.0,Moderately Old,1800.0,1.0,1.0,0.0,1.0,0.0,0.0,69.0,"28.4757° N, 77.1032° E",28.4757,77.1032
3035,flat,ambience creacions,sector 22,3.5,19444.0,3.0,4.0,3+,8.0,New Property,2000.0,0.0,1.0,0.0,0.0,0.0,2.0,57.0,"28.5072° N, 77.0640° E",28.5072,77.064
3036,house,shree krishna homes,sector 104,0.48,5556.0,2.0,2.0,1,1.0,New Property,795.0,1.0,0.0,0.0,1.0,1.0,0.0,44.0,"28.4788° N, 76.9960° E",28.4788,76.996
3037,flat,shapoorji pallonji joyville gurugram,sector 102,2.12,16960.0,3.0,3.0,3,9.0,Relatively New,1852.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,"28.4750° N, 76.9715° E",28.475,76.9715
3038,flat,the roselia 2,sector 95,0.45,6475.0,2.0,2.0,2,19.0,Relatively New,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4172° N, 76.9081° E",28.4172,76.9081
3039,flat,m3m skycity,sector 65,3.0,16411.0,3.0,3.0,3,17.0,Under Construction,1828.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,"28.4030° N, 77.0690° E",28.403,77.069
3040,flat,ambience creacions,sector 22,4.1,28101.0,3.0,3.0,3+,2.0,New Property,2069.0,0.0,0.0,0.0,0.0,0.0,1.0,119.0,"28.5072° N, 77.0640° E",28.5072,77.064
3041,house,dlf city phase 1,sector 26,5.5,30556.0,4.0,4.0,3+,2.0,Moderately Old,1800.0,0.0,0.0,1.0,1.0,0.0,0.0,49.0,"28.4757° N, 77.1032° E",28.4757,77.1032
3042,flat,emaar mgf emerald floors premier,sector 65,2.9,14684.0,4.0,4.0,0,0.0,Relatively New,2194.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,"28.4030° N, 77.0690° E",28.403,77.069
3043,flat,smart world gems,sector 89,0.9,8145.0,2.0,2.0,2,1.0,New Property,1105.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,"28.4253° N, 76.9439° E",28.4253,76.9439
3044,house,independent,sector 25,10.85,38150.0,6.0,6.0,1,3.0,Relatively New,2844.0,0.0,0.0,1.0,0.0,0.0,2.0,136.0,"28.4844° N, 77.0860° E",28.4844,77.086
3045,flat,godrej,sector 33,0.95,6859.0,2.0,2.0,3+,3.0,Under Construction,1253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4420° N, 77.0207° E",28.442,77.0207
3046,flat,imperia the esfera,sector 37c,0.86,5450.0,2.0,3.0,3,9.0,Relatively New,1442.0,1.0,0.0,0.0,0.0,1.0,0.0,49.0,"28.4515° N, 76.9882° E",28.4515,76.9882
3047,flat,supertech araville,sector 79,0.8,5267.0,2.0,2.0,2,12.0,New Property,1688.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.3624° N, 76.9787° E",28.3624,76.9787
3048,flat,rof ananda,sector 95,0.36,5660.0,2.0,2.0,2,10.0,New Property,717.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,"28.4172° N, 76.9081° E",28.4172,76.9081
3049,flat,rof ananda,sector 95,0.38,6922.0,2.0,2.0,1,4.0,New Property,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4172° N, 76.9081° E",28.4172,76.9081
3050,house,ansal sushant lok plots,sector 43,11.5,17692.0,7.0,8.0,3+,3.0,Old Property,9000.0,0.0,1.0,1.0,1.0,0.0,2.0,31.0,"28.4629° N, 77.0772° E",28.4629,77.0772
3051,flat,tulip white,sector 69,0.91,6863.0,3.0,2.0,2,12.0,Moderately Old,1473.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,"28.3966° N, 77.0341° E",28.3966,77.0341
3052,house,ardee city,sector 52,5.5,20370.0,9.0,9.0,3+,3.0,Moderately Old,2700.0,0.0,1.0,0.0,1.0,1.0,2.0,26.0,"28.4379° N, 77.0785° E",28.4379,77.0785
3054,flat,bestech park view city,sector 48,2.65,10323.0,4.0,4.0,3+,11.0,Moderately Old,2134.0,1.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.4177° N, 77.0359° E",28.4177,77.0359
3055,flat,emaar gurgaon greens,sector 102,1.45,14174.0,3.0,3.0,3,10.0,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0,"28.4750° N, 76.9715° E",28.475,76.9715
3056,flat,ireo skyon,sector 60,2.12,15531.0,2.0,2.0,2,2.0,Relatively New,1350.0,0.0,0.0,0.0,1.0,0.0,2.0,174.0,"28.4003° N, 77.0975° E",28.4003,77.0975
3057,flat,smart world gems,sector 89,1.25,8784.0,3.0,3.0,3,2.0,Under Construction,1288.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,"28.4253° N, 76.9439° E",28.4253,76.9439
3058,house,emaar mgf marbella,sector 66,15.1,18605.0,5.0,5.0,3+,3.0,New Property,8067.799999999999,1.0,1.0,1.0,1.0,0.0,0.0,120.0,"28.3925° N, 77.0541° E",28.3925,77.0541
3060,flat,sare green parc,sector 92,0.85,6741.0,3.0,2.0,2,14.0,Relatively New,1261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4079° N, 76.9153° E",28.4079,76.9153
3061,flat,paras dews,sector 106,1.35,8940.0,4.0,3.0,3,19.0,Old Property,1678.0,0.0,1.0,0.0,0.0,0.0,0.0,112.0,"28.5007° N, 77.0003° E",28.5007,77.0003
3062,flat,puri emerald bay,sector 104,2.49,10163.0,3.0,3.0,3+,14.0,Relatively New,2217.0,0.0,1.0,0.0,0.0,0.0,2.0,129.0,"28.4788° N, 76.9960° E",28.4788,76.996
3063,flat,the lions cghs,sector 56,2.05,9535.0,4.0,4.0,3,7.0,Relatively New,2000.0,0.0,1.0,0.0,0.0,1.0,2.0,49.0,"28.4245° N, 77.0991° E",28.4245,77.0991
3065,house,signature global city,sector 37d,1.27,8089.0,3.0,3.0,3,4.0,Under Construction,1570.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,"28.4478° N, 76.9703° E",28.4478,76.9703
3066,flat,tulip ivory,sector 70,2.0,8333.0,4.0,5.0,3+,7.0,Moderately Old,2169.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.3968° N, 77.0233° E",28.3968,77.0233
3067,house,independent,sector 7,3.85,14650.0,4.0,4.0,3,3.0,Old Property,2628.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,"28.4644° N, 77.0143° E",28.4644,77.0143
3068,flat,conscient habitat,sector 99a,0.27,5602.0,2.0,2.0,1,8.0,Relatively New,538.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,"28.4561° N, 76.9542° E",28.4561,76.9542
3070,house,unitech uniworld resorts,sector 33,8.0,11429.0,4.0,4.0,3+,2.0,Old Property,7000.0,1.0,1.0,1.0,1.0,0.0,0.0,77.0,"28.4420° N, 77.0207° E",28.442,77.0207
3071,flat,imt view society,manesar,0.95,3652.0,3.0,4.0,3,6.0,Moderately Old,2232.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0,"28.3515° N, 76.9428° E",28.3515,76.9428
3072,flat,la vida by tata housing,sector 113,2.85,12855.0,3.0,3.0,3+,10.0,New Property,2006.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,"28.5287° N, 77.0233° E",28.5287,77.0233
3073,flat,orchid petals,sector 49,2.51,12179.0,3.0,3.0,3+,7.0,Old Property,2061.0,1.0,0.0,0.0,0.0,0.0,2.0,72.0,"28.4121° N, 77.0480° E",28.4121,77.048
3074,flat,ss the leaf,sector 85,2.2,6934.0,4.0,5.0,3+,4.0,Relatively New,2545.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,"28.4042° N, 76.9513° E",28.4042,76.9513
3076,flat,signature global grand iva,sector 103,0.5,6250.0,2.0,2.0,2,10.0,Relatively New,698.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"28.4949° N, 76.9845° E",28.4949,76.9845
3077,flat,orris carnation residency,sector 85,0.55,5789.0,2.0,2.0,2,5.0,Relatively New,1050.0,0.0,0.0,0.0,0.0,1.0,0.0,174.0,"28.4042° N, 76.9513° E",28.4042,76.9513
3079,flat,m3m urbana,sector 67,1.0,12107.0,1.0,1.0,1,17.0,Relatively New,826.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.3859° N, 77.0608° E",28.3859,77.0608
3080,flat,dlf new town heights,sector 91,1.8,7679.0,4.0,4.0,3+,6.0,Moderately Old,2604.0,0.0,1.0,0.0,1.0,0.0,0.0,81.0,"28.4014° N, 76.9225° E",28.4014,76.9225
3081,flat,ireo uptown,sector 66,1.85,12568.0,2.0,3.0,3,16.0,Relatively New,1470.0,0.0,1.0,0.0,0.0,1.0,2.0,79.0,"28.3925° N, 77.0541° E",28.3925,77.0541
3082,flat,ats tourmaline,sector 109,1.4,8000.0,3.0,3.0,3+,9.0,Relatively New,1584.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,"28.5073° N, 77.0089° E",28.5073,77.0089
3083,house,independent,sector 2,4.99,18887.0,4.0,4.0,3+,3.0,Moderately Old,2642.0,0.0,1.0,1.0,1.0,0.0,0.0,43.0,"28.5095° N, 77.0320° E",28.5095,77.032
3085,flat,the close north,sector 50,2.7,9982.0,3.0,3.0,3+,3.0,Moderately Old,2357.0,0.0,1.0,0.0,0.0,0.0,0.0,117.0,"28.4178° N, 77.0628° E",28.4178,77.0628
3086,flat,puri diplomatic greens,sector 111,3.45,11695.0,4.0,5.0,3+,10.0,Relatively New,2670.0,0.0,1.0,0.0,0.0,0.0,0.0,101.0,"28.5238° N, 77.0320° E",28.5238,77.032
3088,flat,ss,sector 85,2.1,9722.0,4.0,4.0,3,2.0,Relatively New,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4042° N, 76.9513° E",28.4042,76.9513
3089,flat,mapsko mount ville,sector 79,1.55,8540.0,3.0,4.0,3,11.0,Relatively New,1416.0,0.0,1.0,0.0,0.0,0.0,2.0,152.0,"28.3624° N, 76.9787° E",28.3624,76.9787
3090,flat,tulip petals,sector 89,1.1,7097.0,3.0,2.0,3,4.0,New Property,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4253° N, 76.9439° E",28.4253,76.9439
3091,house,vipul tatvam villa,sector 48,8.5,26235.0,4.0,6.0,3,3.0,Old Property,3240.0,0.0,1.0,0.0,1.0,1.0,0.0,49.0,"28.4177° N, 77.0359° E",28.4177,77.0359
3093,flat,ats triumph,sector 104,2.6,8814.0,4.0,4.0,3+,16.0,Relatively New,3064.0,0.0,1.0,0.0,0.0,0.0,2.0,150.0,"28.4788° N, 76.9960° E",28.4788,76.996
3094,flat,sare green parc phase 3,sector 92,1.08,5150.0,4.0,4.0,2,16.0,New Property,1891.0,0.0,1.0,0.0,0.0,0.0,0.0,107.0,"28.4079° N, 76.9153° E",28.4079,76.9153
3095,flat,dlf new town heights,sector 86,1.25,6477.0,3.0,4.0,3+,2.0,Relatively New,1747.0,0.0,1.0,0.0,1.0,0.0,0.0,65.0,"28.3986° N, 76.9384° E",28.3986,76.9384
3096,flat,bestech park view ananda,sector 81,0.88,8044.0,2.0,2.0,3,8.0,Relatively New,1223.0,1.0,0.0,0.0,0.0,0.0,2.0,95.0,"28.3867° N, 76.9485° E",28.3867,76.9485
3097,house,ansal celebrity homes,sector 2,5.2,10000.0,4.0,5.0,2,1.0,Moderately Old,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
3098,flat,emaar mgf emerald floors,sector 65,3.2,10159.0,4.0,3.0,2,1.0,Relatively New,3150.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"28.4030° N, 77.0690° E",28.403,77.069
3099,flat,antriksh heights,sector 84,0.9,6207.0,3.0,3.0,3+,12.0,Relatively New,1525.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,"28.3979° N, 76.9736° E",28.3979,76.9736
3100,flat,signature global rosellia,sector 95,0.45,8755.0,2.0,2.0,2,14.0,New Property,571.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,"28.4172° N, 76.9081° E",28.4172,76.9081
3101,flat,rof ananda,sector 95,0.38,5901.0,3.0,2.0,1,2.0,Relatively New,716.0,0.0,0.0,0.0,1.0,0.0,2.0,66.0,"28.4172° N, 76.9081° E",28.4172,76.9081
3102,house,bhim nagar society,sector 6,0.4,2500.0,4.0,2.0,2,1.0,Moderately Old,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4745° N, 77.0262° E",28.4745,77.0262
3104,flat,orchid island,sector 51,0.71,7889.0,2.0,2.0,1,4.0,Relatively New,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,"28.4320° N, 77.0686° E",28.432,77.0686
3105,house,independent,sector 43,9.5,42222.0,5.0,5.0,3+,2.0,Relatively New,2250.0,0.0,1.0,0.0,1.0,0.0,2.0,88.0,"28.4629° N, 77.0772° E",28.4629,77.0772
3106,flat,tulip violet,sector 69,1.55,9639.0,3.0,3.0,2,2.0,Relatively New,1455.0,0.0,0.0,0.0,1.0,0.0,2.0,86.0,"28.3966° N, 77.0341° E",28.3966,77.0341
3107,flat,paras quartier,gwal pahari,5.9,11028.0,4.0,4.0,3+,19.0,New Property,4842.0,1.0,1.0,1.0,1.0,0.0,2.0,160.0,"28.4484° N, 77.0210° E",28.4484,77.021
3108,flat,smart world gems,sector 89,1.0,9033.0,2.0,2.0,2,1.0,Under Construction,1230.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,"28.4253° N, 76.9439° E",28.4253,76.9439
